,img_id,img_repr,label,label_id
58,images/image_folders/thorragnarok/thorragnarok_50.jpg,[0.       0.43211  4.807942 4.067512 ... 3.745675 0.       2.522476 4.240222],thorragnarok,20
59,images/image_folders/thorragnarok/thorragnarok_68.jpg,[ 7.836272  0.        0.        0.       ...  0.763762  5.396395 11.914011  0.      ],thorragnarok,20
60,images/image_folders/thorragnarok/thorragnarok_15.jpg,[0.       4.523395 0.009495 0.544239 ... 5.099376 0.       1.316132 5.105955],thorragnarok,20
61,images/image_folders/thorragnarok/thorragnarok_48.jpg,[1.669289 0.       0.278527 0.186796 ... 1.105721 3.062849 0.       0.      ],thorragnarok,20
62,images/image_folders/thorragnarok/thorragnarok_44.jpg,[0.       1.641327 1.031163 5.327211 ... 0.       0.       0.       0.      ],thorragnarok,20
63,images/image_folders/thorragnarok/thorragnarok_72.jpg,[ 0.895744  0.        1.878566  5.220266 ... 11.881269  0.        0.        0.      ],thorragnarok,20
64,images/image_folders/thorragnarok/thorragnarok_26.jpg,[0.       0.723436 3.592474 0.       ... 0.       0.       0.       2.474842],thorragnarok,20
65,images/image_folders/thor2darkworld/thor2darkworld_74.jpg,[2.968681 0.942995 0.       0.       ... 5.728026 0.       0.       0.      ],thor2darkworld,19
66,images/image_folders/thor2darkworld/thor2darkworld_44.jpg,[0.       0.       2.477341 0.       ... 0.       0.       1.366975 0.700694],thor2darkworld,19
67,images/image_folders/thor2darkworld/thor2darkworld_24.jpg,[0.       2.932023 1.249449 0.01777  ... 0.       0.       6.637358 1.437154],thor2darkworld,19
68,images/image_folders/thor2darkworld/thor2darkworld_30.jpg,[0.       7.251659 1.802026 4.704543 ... 1.544642 0.       3.447346 0.740282],thor2darkworld,19
69,images/image_folders/thor2darkworld/thor2darkworld_73.jpg,[0.       0.       3.455762 0.730155 ... 0.91563  7.336381 0.       0.      ],thor2darkworld,19
70,images/image_folders/thor2darkworld/thor2darkworld_54.jpg,[0.       6.877993 2.280743 3.578166 ... 0.       1.47139  8.537106 4.942634],thor2darkworld,19
71,images/image_folders/thor2darkworld/thor2darkworld_1.jpg,[0.888526 3.197553 3.022091 0.       ... 0.818237 3.554462 3.064285 5.188595],thor2darkworld,19
72,images/image_folders/thor2darkworld/thor2darkworld_25.jpg,[1.939796 0.       8.014841 4.808542 ... 3.491207 2.931827 0.       1.455856],thor2darkworld,19
73,images/image_folders/thor2darkworld/thor2darkworld_65.jpg,[2.566081 2.243349 0.       0.       ... 0.       3.993772 3.092344 0.      ],thor2darkworld,19
74,images/image_folders/thor2darkworld/thor2darkworld_9.jpg,[0.       0.       3.653657 6.429107 ... 2.372435 0.       0.       1.653387],thor2darkworld,19
75,images/image_folders/thor2darkworld/thor2darkworld_17.jpg,[2.30887  7.162808 0.02058  0.       ... 4.535467 0.       0.231255 3.09304 ],thor2darkworld,19
76,images/image_folders/thor2darkworld/thor2darkworld_7.jpg,[0.267821 0.       0.       3.968219 ... 4.253609 0.       0.       0.      ],thor2darkworld,19
77,images/image_folders/thor2darkworld/thor2darkworld_18.jpg,[0.       0.       7.543916 0.       ... 0.       6.809752 2.036238 0.      ],thor2darkworld,19
78,images/image_folders/thor2darkworld/thor2darkworld_8.jpg,[0.       1.110354 0.       0.       ... 0.       0.       0.       0.886696],thor2darkworld,19
79,images/image_folders/thor2darkworld/thor2darkworld_53.jpg,[0.615887 0.       0.       0.       ... 0.       0.030575 5.408931 4.507256],thor2darkworld,19
80,images/image_folders/thor2darkworld/thor2darkworld_12.jpg,[3.626708 0.       0.       0.       ... 0.       0.       2.413539 0.120168],thor2darkworld,19
81,images/image_folders/thor2darkworld/thor2darkworld_26.jpg,[0.       2.095501 6.212728 0.       ... 0.       0.       0.145611 2.165039],thor2darkworld,19
82,images/image_folders/thor2darkworld/thor2darkworld_69.jpg,[2.527184 0.358101 0.64487  0.       ... 0.       2.442165 2.859531 0.      ],thor2darkworld,19
83,images/image_folders/thor2darkworld/thor2darkworld_45.jpg,[0.840338 0.       0.       6.058531 ... 0.220765 0.648159 2.617736 3.61452 ],thor2darkworld,19
84,images/image_folders/thor2darkworld/thor2darkworld_57.jpg,[1.466367 0.       0.       7.905543 ... 3.848117 0.       0.658644 3.872843],thor2darkworld,19
85,images/image_folders/thor2darkworld/thor2darkworld_55.jpg,[4.005505 4.123716 0.       3.539399 ... 4.77046  0.       0.       0.      ],thor2darkworld,19
86,images/image_folders/thor2darkworld/thor2darkworld_61.jpg,[4.088231 0.       5.715194 1.11337  ... 4.65287  0.       0.       0.      ],thor2darkworld,19
87,images/image_folders/thor2darkworld/thor2darkworld_66.jpg,[0.027295 5.323895 0.       0.       ... 0.87653  1.584331 0.       0.      ],thor2darkworld,19
88,images/image_folders/thor2darkworld/thor2darkworld_21.jpg,[4.678911 0.       0.       0.       ... 3.540719 7.617189 8.492057 0.      ],thor2darkworld,19
89,images/image_folders/thor2darkworld/thor2darkworld_13.jpg,[ 0.       10.421483  8.083518  0.       ...  0.        1.860464  1.273594  0.      ],thor2darkworld,19
90,images/image_folders/thor2darkworld/thor2darkworld_39.jpg,[ 0.        0.       15.099521  3.329905 ...  0.        3.097374  0.        3.693097],thor2darkworld,19
91,images/image_folders/thor2darkworld/thor2darkworld_4.jpg,[5.287257 0.       0.       0.       ... 0.       4.089893 9.798882 3.332438],thor2darkworld,19
92,images/image_folders/thor2darkworld/thor2darkworld_40.jpg,[0.       6.495271 0.       0.       ... 0.       3.771801 2.231456 3.738712],thor2darkworld,19
93,images/image_folders/thor2darkworld/thor2darkworld_71.jpg,[4.325066 0.       0.       0.       ... 5.62838  4.795784 5.218057 0.      ],thor2darkworld,19
94,images/image_folders/thor2darkworld/thor2darkworld_19.jpg,[0.       5.024592 3.414402 0.       ... 3.304081 0.       0.       0.      ],thor2darkworld,19
95,images/image_folders/thor2darkworld/thor2darkworld_16.jpg,[0.       0.       6.901215 0.       ... 0.       0.       2.60971  3.214758],thor2darkworld,19
96,images/image_folders/thor2darkworld/thor2darkworld_35.jpg,[3.310043 1.854107 0.       0.       ... 0.       2.832921 3.648395 1.700524],thor2darkworld,19
97,images/image_folders/thor2darkworld/thor2darkworld_37.jpg,[ 0.32415  12.896502  6.400505  0.       ...  6.49769   0.        0.        0.29404 ],thor2darkworld,19
98,images/image_folders/thor2darkworld/thor2darkworld_5.jpg,[4.081241 2.362318 0.       3.374308 ... 0.       0.       0.       0.      ],thor2darkworld,19
99,images/image_folders/thor2darkworld/thor2darkworld_33.jpg,[5.647834 0.       0.       0.668751 ... 0.       3.01369  0.       1.217867],thor2darkworld,19
100,images/image_folders/thor2darkworld/thor2darkworld_15.jpg,[0.       8.916563 4.449267 0.       ... 2.605607 0.       0.       0.      ],thor2darkworld,19
101,images/image_folders/thor2darkworld/thor2darkworld_20.jpg,[0.       0.43867  6.375238 0.207492 ... 0.       0.       0.       0.      ],thor2darkworld,19
102,images/image_folders/thor2darkworld/thor2darkworld_63.jpg,[1.991091 0.522579 0.       0.       ... 0.185206 0.       0.       0.      ],thor2darkworld,19
103,images/image_folders/thor2darkworld/thor2darkworld_68.jpg,[11.272166  1.785364  0.        0.       ...  0.        6.819234  0.        0.      ],thor2darkworld,19
104,images/image_folders/thor2darkworld/thor2darkworld_3.jpg,[0.014981 3.139168 0.       2.420096 ... 4.286243 0.       0.       0.778588],thor2darkworld,19
105,images/image_folders/thor2darkworld/thor2darkworld_6.jpg,[4.141147 0.       0.       0.       ... 0.       3.299382 4.816289 1.763643],thor2darkworld,19
106,images/image_folders/thor2darkworld/thor2darkworld_67.jpg,[0.       0.       3.4719   8.630897 ... 0.       0.       8.518177 4.432957],thor2darkworld,19
107,images/image_folders/thor2darkworld/thor2darkworld_72.jpg,[0.       0.       1.103797 0.       ... 4.490696 0.       0.       1.196732],thor2darkworld,19
108,images/image_folders/thor2darkworld/thor2darkworld_11.jpg,[0.       5.732637 7.551262 0.456912 ... 2.654905 2.396026 0.       0.      ],thor2darkworld,19
109,images/image_folders/thor2darkworld/thor2darkworld_52.jpg,[0.       0.       4.686019 0.882343 ... 0.       4.275455 0.       0.      ],thor2darkworld,19
110,images/image_folders/thor2darkworld/thor2darkworld_56.jpg,[0.       0.       0.       3.023851 ... 3.666098 0.       0.       0.531561],thor2darkworld,19
111,images/image_folders/thor2darkworld/thor2darkworld_75.jpg,[2.493904 0.       0.       0.       ... 0.       1.377093 0.       1.532392],thor2darkworld,19
112,images/image_folders/thor2darkworld/thor2darkworld_29.jpg,[1.743643 0.       0.240943 0.803647 ... 0.       5.87525  0.       0.      ],thor2darkworld,19
113,images/image_folders/thor2darkworld/thor2darkworld_31.jpg,[10.014459  0.        0.        3.87547  ...  0.        1.949136  8.014239  1.490947],thor2darkworld,19
114,images/image_folders/thor2darkworld/thor2darkworld_62.jpg,[0.82017  8.106356 0.       3.589964 ... 0.       0.       7.574285 0.      ],thor2darkworld,19
115,images/image_folders/thor2darkworld/thor2darkworld_34.jpg,[ 0.        0.       11.527831  1.569233 ...  0.        3.972084  0.        0.      ],thor2darkworld,19
116,images/image_folders/thor2darkworld/thor2darkworld_46.jpg,[2.305509 0.818023 0.       0.       ... 5.380984 0.       0.       0.      ],thor2darkworld,19
117,images/image_folders/thor2darkworld/thor2darkworld_48.jpg,[3.28015  0.       1.5449   0.       ... 0.       0.3083   5.968133 0.628016],thor2darkworld,19
118,images/image_folders/thor2darkworld/thor2darkworld_32.jpg,[1.971805 2.696006 0.       0.       ... 0.382554 0.505586 0.959399 0.759003],thor2darkworld,19
119,images/image_folders/thor2darkworld/thor2darkworld_27.jpg,[0.       0.639995 4.213434 0.       ... 4.563084 0.       0.       0.      ],thor2darkworld,19
120,images/image_folders/thor2darkworld/thor2darkworld_60.jpg,[11.516358  1.229529  0.        1.083579 ...  0.        3.195537 10.254403  0.      ],thor2darkworld,19
121,images/image_folders/thor2darkworld/thor2darkworld_47.jpg,[0.       8.103236 0.395938 0.       ... 2.984206 0.       0.349374 1.381866],thor2darkworld,19
122,images/image_folders/thor2darkworld/thor2darkworld_42.jpg,[0.       1.770712 0.270816 0.       ... 0.       2.821725 0.       2.400917],thor2darkworld,19
123,images/image_folders/ironman2/ironman2_48.jpg,[0.       4.770761 1.736745 0.       ... 4.770629 0.       0.       0.987891],ironman2,14
124,images/image_folders/ironman2/ironman2_38.jpg,[0.      0.      0.      0.      ... 0.      6.14324 0.59898 0.     ],ironman2,14
125,images/image_folders/ironman2/ironman2_86.jpg,[0.       0.       0.       3.079684 ... 0.       4.238605 2.928777 1.253521],ironman2,14
126,images/image_folders/ironman2/ironman2_62.jpg,[2.516198 0.72287  5.308879 0.635279 ... 5.216443 3.597266 0.       0.      ],ironman2,14
127,images/image_folders/ironman2/ironman2_85.jpg,[3.901736 3.570001 1.471042 0.       ... 3.523854 1.53704  0.       0.      ],ironman2,14
128,images/image_folders/ironman2/ironman2_58.jpg,[0.       4.27185  1.158215 1.063358 ... 0.389976 0.       0.       0.      ],ironman2,14
129,images/image_folders/ironman2/ironman2_18.jpg,[8.469346 0.       0.       0.       ... 0.       6.908191 2.100684 3.859642],ironman2,14
130,images/image_folders/ironman2/ironman2_6.jpg,[0.       0.       1.38753  2.134291 ... 2.759162 0.246727 0.       0.      ],ironman2,14
131,images/image_folders/ironman2/ironman2_17.jpg,[0.       8.227355 5.48195  3.950339 ... 1.378036 1.828251 0.       2.281363],ironman2,14
132,images/image_folders/ironman2/ironman2_73.jpg,[0.       0.       0.       0.821095 ... 0.       0.749998 0.       1.581633],ironman2,14
133,images/image_folders/ironman2/ironman2_57.jpg,[0.593837 4.367589 7.795218 0.       ... 0.       1.889203 0.       0.      ],ironman2,14
134,images/image_folders/ironman2/ironman2_81.jpg,[9.032815 0.669138 1.87934  0.       ... 3.602737 5.034084 0.       0.      ],ironman2,14
135,images/image_folders/ironman2/ironman2_30.jpg,[7.771078 0.       0.       0.       ... 0.       3.094568 0.230623 0.      ],ironman2,14
136,images/image_folders/ironman2/ironman2_55.jpg,[0.351125 0.       4.907135 0.       ... 3.398926 0.       0.       1.393234],ironman2,14
137,images/image_folders/ironman2/ironman2_8.jpg,[0.       4.348115 2.396215 2.174473 ... 0.       3.688998 0.       0.      ],ironman2,14
138,images/image_folders/ironman2/ironman2_10.jpg,[ 0.        4.936042  9.249145  2.340418 ...  0.        0.        0.       10.601131],ironman2,14
139,images/image_folders/ironman2/ironman2_67.jpg,[3.1912   0.       0.120905 2.809913 ... 0.       5.433638 0.408809 4.837979],ironman2,14
140,images/image_folders/ironman2/ironman2_56.jpg,[0.       0.       0.689198 1.537177 ... 3.973899 0.       0.       0.      ],ironman2,14
141,images/image_folders/ironman2/ironman2_43.jpg,[ 0.973672  6.705552 10.229095  0.       ...  2.407834  0.        0.        0.157282],ironman2,14
142,images/image_folders/ironman2/ironman2_9.jpg,[3.729722 7.673855 2.823388 0.       ... 1.956249 0.       7.884121 3.136128],ironman2,14
143,images/image_folders/ironman2/ironman2_49.jpg,[0.       8.196983 0.715414 3.051519 ... 3.229742 0.       0.       3.922607],ironman2,14
144,images/image_folders/ironman2/ironman2_87.jpg,[2.969226 0.915905 0.       0.       ... 2.91647  0.       0.       0.      ],ironman2,14
145,images/image_folders/ironman2/ironman2_78.jpg,[0.       0.       0.       5.701703 ... 0.162853 2.194394 1.612901 0.      ],ironman2,14
146,images/image_folders/ironman2/ironman2_41.jpg,[0.       6.312744 2.275267 2.716131 ... 0.       4.89942  0.836208 1.192144],ironman2,14
147,images/image_folders/ironman2/ironman2_25.jpg,[0.392197 4.213586 3.230386 7.688123 ... 6.022791 5.968608 0.       3.443885],ironman2,14
148,images/image_folders/ironman2/ironman2_3.jpg,[0.       4.016138 0.       7.959988 ... 3.931162 1.032374 0.       0.      ],ironman2,14
149,images/image_folders/ironman2/ironman2_27.jpg,[2.453839 1.493469 0.       0.       ... 0.964386 0.       0.       0.      ],ironman2,14
150,images/image_folders/ironman2/ironman2_51.jpg,[0.       2.224699 6.043946 3.636512 ... 0.       2.971504 6.151457 2.803351],ironman2,14
151,images/image_folders/ironman2/ironman2_80.jpg,[8.686856 0.       0.       0.       ... 0.       3.569551 0.87086  1.111068],ironman2,14
152,images/image_folders/ironman2/ironman2_89.jpg,[4.221606 0.       0.       1.536222 ... 0.       2.670098 5.334124 0.      ],ironman2,14
153,images/image_folders/ironman2/ironman2_72.jpg,[0.03071  3.475371 2.82409  2.480917 ... 0.       5.018341 0.       4.021966],ironman2,14
154,images/image_folders/ironman2/ironman2_70.jpg,[6.621235 0.       0.       2.282346 ... 0.       4.823261 1.135464 1.591067],ironman2,14
155,images/image_folders/ironman2/ironman2_32.jpg,[5.939606 0.       0.       0.       ... 1.246022 5.629103 0.       0.      ],ironman2,14
156,images/image_folders/ironman2/ironman2_50.jpg,[0.       0.       3.40334  6.240391 ... 0.       0.       0.       6.730066],ironman2,14
157,images/image_folders/ironman2/ironman2_36.jpg,[0.       7.882199 6.376818 4.739667 ... 0.       8.146539 0.       2.165084],ironman2,14
158,images/image_folders/ironman2/ironman2_35.jpg,[0.       3.905813 1.153944 0.939005 ... 5.927598 0.       0.       0.      ],ironman2,14
159,images/image_folders/ironman2/ironman2_29.jpg,[12.124812  0.        0.        0.       ...  0.        2.730747 10.539062  5.368147],ironman2,14
160,images/image_folders/ironman2/ironman2_26.jpg,[7.521769 0.       0.       1.85249  ... 0.       0.       5.603084 5.711411],ironman2,14
161,images/image_folders/ironman2/ironman2_52.jpg,[3.3835   1.077312 2.530911 0.       ... 0.       0.       3.188842 0.      ],ironman2,14
162,images/image_folders/ironman2/ironman2_34.jpg,[0.       8.926563 2.893847 0.       ... 0.799211 0.       6.481116 5.908585],ironman2,14
163,images/image_folders/ironman2/ironman2_16.jpg,[0.       8.92988  3.727517 4.298897 ... 0.       0.       0.236952 0.      ],ironman2,14
164,images/image_folders/ironman2/ironman2_45.jpg,[4.167407 0.       4.286129 1.701445 ... 0.547415 2.646207 1.793324 0.      ],ironman2,14
165,images/image_folders/ironman2/ironman2_84.jpg,[0.       0.       0.       3.441303 ... 0.       0.       4.653362 7.661952],ironman2,14
166,images/image_folders/ironman2/ironman2_4.jpg,[7.910718 0.       0.       2.39379  ... 3.198262 0.       4.58212  0.274762],ironman2,14
167,images/image_folders/ironman2/ironman2_11.jpg,[ 2.342098  0.799733  0.        0.       ...  0.        6.686052  6.966087 11.41325 ],ironman2,14
168,images/image_folders/ironman2/ironman2_63.jpg,[0.       3.029986 1.853035 1.322044 ... 0.       0.       0.080854 0.958049],ironman2,14
169,images/image_folders/ironman2/ironman2_60.jpg,[0.       0.943941 0.747309 0.       ... 0.       3.691268 0.084559 0.      ],ironman2,14
170,images/image_folders/ironman2/ironman2_88.jpg,[1.836619 1.799499 2.824716 0.       ... 0.374954 0.       0.       1.791089],ironman2,14
171,images/image_folders/ironman2/ironman2_13.jpg,[0.       0.078708 2.966627 0.       ... 0.       0.       0.544703 3.443515],ironman2,14
172,images/image_folders/ironman2/ironman2_1.jpg,[1.747182 0.878823 6.692929 0.       ... 5.134672 4.546293 0.       0.      ],ironman2,14
173,images/image_folders/ironman2/ironman2_83.jpg,[1.17774  1.867005 8.077605 0.       ... 5.418004 0.       4.062283 4.899046],ironman2,14
174,images/image_folders/ironman2/ironman2_28.jpg,[0.       0.       5.589889 3.157035 ... 0.       2.959142 1.164691 6.508338],ironman2,14
175,images/image_folders/ironman2/ironman2_59.jpg,[0.       4.82744  0.478133 0.       ... 2.035895 0.       0.       0.      ],ironman2,14
176,images/image_folders/ironman2/ironman2_42.jpg,[0.       0.       5.846467 0.       ... 2.920307 5.59009  0.       4.153766],ironman2,14
177,images/image_folders/ironman2/ironman2_66.jpg,[0.       0.       6.314235 0.       ... 0.       1.889979 2.669944 3.198276],ironman2,14
178,images/image_folders/ironman2/ironman2_37.jpg,[0.       0.312498 0.       0.099345 ... 0.       5.619425 2.367119 1.467371],ironman2,14
179,images/image_folders/ironman2/ironman2_23.jpg,[0.       5.562047 0.       2.77269  ... 0.       1.293199 6.77816  3.505519],ironman2,14
180,images/image_folders/ironman2/ironman2_2.jpg,[0.870656 1.736309 0.189261 0.       ... 3.263054 0.       0.       0.      ],ironman2,14
181,images/image_folders/ironman2/ironman2_40.jpg,[ 8.386913  0.        0.        0.       ...  0.       10.427691 10.323704  9.986011],ironman2,14
182,images/image_folders/ironman2/ironman2_77.jpg,[3.207195 8.497791 1.662047 0.       ... 5.212725 0.       0.       0.      ],ironman2,14
183,images/image_folders/ironman2/ironman2_31.jpg,[ 0.        0.        2.017219  0.       ...  0.       10.09913   0.        5.114044],ironman2,14
184,images/image_folders/ironman2/ironman2_64.jpg,[4.849274 0.       1.263617 1.779547 ... 0.       0.       0.       2.003341],ironman2,14
185,images/image_folders/ironman2/ironman2_22.jpg,[ 0.        7.86857   3.696622 16.824211 ...  0.        3.428073  0.        0.      ],ironman2,14
186,images/image_folders/ironman2/ironman2_82.jpg,[5.681263 0.       6.773617 0.       ... 0.047713 2.654392 0.       0.      ],ironman2,14
